video_id,segment_id,segment_sec,start_time,end_time,character,expected_emotion,predicted_emotion,detection_count,character_count,emotion_count,mismatch_score,entropy_score,transition_score,diversity_score,emotion_confidence_score,expected_emotion_probability,emotion_intensity_score,emotion_distance_score,valence_flip_rate,arousal_change_score,emotion_change_count,emotion_change_rate,character_emotion_rarity_score,youtube_highlight_score,is_highlight,mismatch_delta,entropy_delta,dominant_emotion_changed,surprise_spike,rolling_mismatch_mean_15sec,rolling_entropy_std_15sec,high_mismatch_duration_sec
vW0IQoSweVI,92,5,455,460,Riley,neutral,disgusted,2,1,2,0.55,0.3562071871080222,0.6666666666666666,0.1984126984126984,0.32607515156269073,0.15808575600385666,0.6678444993682204,0.4308773318233253,0.0,0.8,1,1.0,0.9101123595505618,0.10914390489644407,0,0.18333333333333335,-0.20836784694555738,1,0.42777777777777776,0.30555555555555564,0.28549538492029863,0
vW0IQoSweVI,93,5,460,465,Riley,neutral,surprised,1,1,1,0.6,-0.0,0.5,0.12698412698412698,0.3120397925376892,0.2009641230106353,0.7004999481141566,0.4494441010848846,0.0,1.0,0,0.0,0.9120879120879121,0.11634349030470914,0,0.04999999999999993,-0.3562071871080222,1,0.29444444444444434,0.5055555555555556,0.28549538492029863,5
vW0IQoSweVI,94,5,465,470,Riley,neutral,neutral,2,1,2,0.25,0.3562071871080222,1.0,0.1984126984126984,0.3289324790239334,0.20847454667091364,0.5173227560706435,0.19104973174542803,0.0,0.15,1,1.0,0.7554347826086957,0.11634349030470914,0,-0.35,0.3562071871080222,1,0.0,0.4666666666666668,0.20565631536409568,0
vW0IQoSweVI,95,5,470,475,Anger,angry,neutral,4,4,3,0.55,0.5343107806620333,0.25,0.4365079365079365,0.3371935151517391,0.1355382311157882,0.5216318194768972,0.5394129237246664,0.25,0.5,0,0.0,0.7201245892487853,0.1085078117395755,0,0.30000000000000004,0.17810359355401112,0,0.08333333333333326,0.4666666666666668,0.2720577330016348,0
vW0IQoSweVI,96,5,475,480,Riley,neutral,sad,1,1,1,0.5,-0.0,0.75,0.12698412698412698,0.3815643787384033,0.2155647426843643,0.4210506053641437,0.38209946349085605,0.0,0.3,0,0.0,0.8842105263157894,0.07966080292950091,0,-0.050000000000000044,-0.5343107806620333,1,0.033333333333333215,0.4333333333333334,0.2720577330016348,0
vW0IQoSweVI,97,5,480,485,Disgust,disgusted,angry,3,3,3,0.6666666666666666,0.5645750340535796,1.0,0.38095238095238093,0.2782242894172668,0.13180531064669287,0.618362403521314,0.29331261231691996,0.0,0.5333333333333333,0,0.0,0.9280753968253969,0.111986462632815,0,0.16666666666666663,0.5645750340535796,1,0.23333333333333323,0.5722222222222223,0.31758172293170456,5
vW0IQoSweVI,98,5,485,490,Anger,angry,disgusted,2,2,2,0.25,0.3562071871080222,0.6666666666666666,0.25396825396825395,0.5349922031164169,0.4351077973842621,0.3736145486356689,0.1,0.0,0.2,0,0.0,0.7297328959700093,0.1468426840079653,0,-0.41666666666666663,-0.20836784694555738,1,0.0,0.4722222222222223,0.2854953849202987,0
vW0IQoSweVI,99,5,490,495,Anger,angry,angry,4,4,3,0.225,0.5343107806620333,0.25,0.4365079365079365,0.42728693783283234,0.3762434236705303,0.6317528410349039,0.1530776406404415,0.0,0.25,0,0.0,0.7127834467120182,0.26727053426037595,0,-0.024999999999999994,0.17810359355401112,1,0.0,0.3805555555555556,0.11258624450536284,0
vW0IQoSweVI,100,5,495,500,Riley,neutral,neutral,1,1,1,0.0,-0.0,0.5,0.12698412698412698,0.6971161961555481,0.6971161961555481,0.21248394288122638,0.0,0.0,0.0,0,0.0,0.6060606060606061,0.3454942086059353,0,-0.225,-0.5343107806620333,1,0.0,0.1583333333333334,0.2720577330016349,0
vW0IQoSweVI,101,5,500,505,Riley,neutral,disgusted,1,1,1,0.5,-0.0,1.0,0.12698412698412698,0.3510873019695282,0.1869553476572036,0.5817883278010413,0.412310562561766,0.0,0.6,0,0.0,0.9,0.3685124680046197,0,0.5,0.0,1,0.34166666666666656,0.24166666666666672,0.3084844730461438,0
vW0IQoSweVI,102,5,505,510,Anxiety,fearful,angry,2,2,2,0.45,0.3562071871080222,1.0,0.25396825396825395,0.34852794557809824,0.33654558658599854,0.6520645801443605,0.031622776601683784,0.0,0.04999999999999999,0,0.0,0.75,0.37663146845972306,0,-0.04999999999999999,0.3562071871080222,1,0.2083333333333333,0.3166666666666667,0.20565631536409554,0
vW0IQoSweVI,103,5,510,515,Anger,angry,angry,3,3,3,0.4666666666666666,0.5645750340535796,0.6666666666666666,0.38095238095238093,0.428174485762914,0.2774913581088185,0.7961006236417839,0.2689482126711417,0.0,0.5,0,0.0,0.8250466350982925,0.3055449013897765,0,0.016666666666666607,0.20836784694555738,0,0.1499999999999999,0.4722222222222223,0.28549538492029874,0
